form	lemma	POS	morph
སྐབས་གསུམ་པ་	སྐབས་གསུམ་པ་	NO_POS
།།		PUNCT
འགྲེལ་པ་	འགྲེལ་པ་	NOUN
འི་	གི་	PART
སྦྱོར་	སྦྱོར་	VERB
ཊཱིཀ་		NON_WORD
ཉན་ཐོས་	ཉན་ཐོས་	NOUN
དང་	དང་	NO_POS
རང་རྒྱལ་	རང་རྒྱལ་	NOUN
རྣམས་	རྣམས་	DET
ཀྱིས་	གིས་	PART
སྤྲོས་བྲལ་	སྤྲོས་བྲལ་	ADJ
གྱི་	གི་	PART
རྣམ་པ་	རྣམ་པ་	NOUN
དེ་ལས་	དེ་ལས་	NO_POS
གོ་	གོ་	PART
བཟློག་པ་	བཟློག་པ་	VERB
མི་རྟག་པ་	མི་རྟག་པ་	OTHER
ལ་སོགས་པ་	ལ་སོགས་པ་	NO_POS
འི་	གི་	PART
རྣམ་པ་	རྣམ་པ་	NOUN
དག་	དག་	DET
ཏུ་	ལ་	PART
བསྒོམ་པ་	བསྒོམ་པ་	VERB
ར་	ལ་	PART
བྱ་བ་	བྱ་བ་	VERB
འི་	གི་	PART
མཐོང་ལམ་	མཐོང་ལམ་	NOUN
ནི་	ནི་	NO_POS
ཆོས་ཅན་	ཆོས་ཅན་	NOUN
།		PUNCT
ཀུན་ཤེས་པ་	ཀུན་ཤེས་པ་	PROPN
གཞི་ཤེས་	གཞི་ཤེས་	NO_POS
ཀྱི་	གི་	PART
སྐབས་	སྐབས་	NOUN
ཉིད་	ཉིད་	DET
ལ་	ལ་	PART
བསྟན་པ་	བསྟན་པ་	VERB
འི་	གི་	PART
མཐོང་བ་	མཐོང་བ་	VERB
འི་	གི་	PART
ལམ་	གམ་	PART
ཡིན་	ཡིན་	NO_POS
ཏེ་	སྟེ་	PART
།		PUNCT
དེ་	དེ་	DET
ར་	ལ་	PART
ཤུགས་	ཤུགས་	NOUN
ལ་	ལ་	PART
བསྟན་པ་	བསྟན་པ་	VERB
འི་	གི་	PART
བདེན་པ་	བདེན་པ་	VERB
མངོན་རྟོགས་	མངོན་རྟོགས་	NOUN
ཡིན་པ་	ཡིན་པ་	AUX
ས་	གིས་	PART
སོ་	གོ་	PART
།།		PUNCT
གསུམ་པ་	གསུམ་པ་	NUM
		
སྒོམ་ལམ་	སྒོམ་ལམ་	NOUN
མི་	མི་	PART
སྟོན་པ་	སྟོན་པ་	NOUN
འི་	གི་	PART
རྒྱུ་མཚན་	རྒྱུ་མཚན་	NOUN
		
ནི་	ནི་	NO_POS
།		PUNCT
འགྲེལ་པ་	འགྲེལ་པ་	NOUN
།		PUNCT
ཉན་ཐོས་	ཉན་ཐོས་	NOUN
ཀྱི་	གི་	PART
ལམ་	གམ་	PART
ནི་	ནི་	NO_POS
བྱང་ཆུབ་	བྱང་ཆུབ་	NOUN
སེམས་དཔ་	སེམས་དཔའ་	NOUN
ས་	གིས་	PART
ཡོངས་སུ་	ཡོངས་སུ་	NO_POS
ཤེས་པ་	ཤེས་པ་	VERB
ར་	ལ་	PART
བྱ་བ་	བྱ་བ་	VERB
ཡིན་	ཡིན་	NO_POS
གྱི་	གི་	PART
མངོན་དུ་	མངོན་དུ་	NO_POS
བྱ་བ་	བྱ་བ་	VERB
ནི་	ནི་	NO_POS
མ་ཡིན་པ་	མ་ཡིན་པ་	OTHER
ས་	གིས་	PART
སྒོམ་པ་	སྒོམ་པ་	VERB
འི་	གི་	PART
ལམ་	གམ་	PART
ནི་	ནི་	NO_POS
མ་	མ་	PART
བསྟན་	བསྟན་	VERB
ཏོ་	གོ་	PART
།།		PUNCT
འགྲེལ་པ་	འགྲེལ་པ་	NOUN
འི་	གི་	PART
སྦྱོར་	སྦྱོར་	VERB
ཊཱིཀ་		NON_WORD
ལམ་ཤེས་	ལམ་ཤེས་	NO_POS
སུ་	ལ་	PART
མཐོང་ལམ་	མཐོང་ལམ་	NOUN
ལ་	ལ་	ADP
ས་	གིས་	PART
ལོགས་	ལོགས་	NOUN
སུ་	ལ་	PART
སྒོམ་ལམ་	སྒོམ་ལམ་	NOUN
བསྟན་པ་	བསྟན་པ་	VERB
ལྟ་	ལྟ་	OTHER
།		PUNCT
འདི་	འདི་	DET
ར་	ལ་	PART
ཡང་	ཀྱང་	PART
སྒོམ་ལམ་	སྒོམ་ལམ་	NOUN
སྟོན་	སྟོན་	VERB
རིགས་པ་	རིགས་པ་	VERB
ལ་	ལ་	PART
།		PUNCT
ཅིའི་ཕྱིར་	ཅིའི་ཕྱིར་	NO_POS
མ་	མ་	PART
བསྟན་	བསྟན་	VERB
ཞེ་ན་	ཅེ་ན་	PART
།		PUNCT
ཉན་ཐོས་	ཉན་ཐོས་	NOUN
ཀྱི་	གི་	PART
ལམ་	གམ་	PART
གྱི་	གི་	PART
རྟོགས་	རྟོགས་	VERB
རི་	རི་	NOUN
ནི་	ནི་	NO_POS
བྱང་ཆུབ་	བྱང་ཆུབ་	NOUN
སེམས་དཔ་	སེམས་དཔའ་	NOUN
ས་	གིས་	PART
གཞན་དོན་	གཞན་དོན་	NOUN
དུ་	ལ་	PART
ཡོངས་སུ་	ཡོངས་སུ་	NO_POS
ཤེས་པ་	ཤེས་པ་	VERB
ར་	ལ་	PART
བྱ་	བྱ་	VERB
དགོས་པ་	དགོས་པ་	VERB
ཡིན་པ་	ཡིན་པ་	AUX
ས་	གིས་	PART
།		PUNCT
དེ་	དེ་	DET
འི་	གི་	PART
རྟོགས་	རྟོགས་	VERB
རི་	རི་	NOUN
མངོན་སུམ་	མངོན་སུམ་	NOUN
དུ་	ལ་	PART
མཐོང་བ་	མཐོང་བ་	VERB
འི་	གི་	PART
མཐོང་ལམ་	མཐོང་ལམ་	NOUN
དངོ་	དངོ་	NOUN
སུ་	ལ་	PART
བསྟན་པ་	བསྟན་པ་	VERB
ཡིན་	ཡིན་	NO_POS
གྱི་	གི་	PART
རྟོགས་	རྟོགས་	VERB
རི་	རི་	NOUN
དེ་	སྟེ་	PART
གོམས་པ་	གོམས་པ་	VERB
ར་	ལ་	PART
བྱེད་པ་	བྱེད་པ་	VERB
འི་	གི་	PART
སྒོམ་པ་	སྒོམ་པ་	VERB
འི་	གི་	PART
ལམ་	གམ་	PART
ནི་	ནི་	NO_POS
དངོ་	དངོ་	NOUN
སུ་	ལ་	PART
མ་	མ་	PART
བསྟན་	བསྟན་	VERB
ཏེ་	སྟེ་	PART
།		PUNCT
ཉན་ཐོས་	ཉན་ཐོས་	NOUN
ཀྱི་	གི་	PART
འབྲས་བུ་	འབྲས་བུ་	NOUN
མངོན་དུ་	མངོན་དུ་	NO_POS
བྱ་བ་	བྱ་བ་	VERB
ནི་	ནི་	NO_POS
མ་ཡིན་པ་	མ་ཡིན་པ་	OTHER
ས་	གིས་	PART
སོ་	གོ་	PART
།།		PUNCT
ངག་	ངག་	NOUN
དོན་	དོན་	NOUN
།		PUNCT
རྗེ་བཙུན་	རྗེ་བཙུན་	NOUN
བྱམས་མགོན་	བྱམས་མགོན་	OTHER
ཆོས་ཅན་	ཆོས་ཅན་	NOUN
།		PUNCT
སྐབས་གསུམ་པ་	སྐབས་གསུམ་པ་	NO_POS
འདི་	འདི་	DET
ར་	ལ་	PART
ཉན་ཐོས་	ཉན་ཐོས་	NOUN
ཀྱི་	གི་	PART
རྟོགས་	རྟོགས་	VERB
རི་	རི་	NOUN
མངོན་སུམ་	མངོན་སུམ་	NOUN
དུ་	ལ་	PART
མཐོང་བ་	མཐོང་བ་	VERB
འི་	གི་	PART
ཐེག་ཆེན་	ཐེག་ཆེན་	NOUN
གྱི་	གི་	PART
མཐོང་ལམ་	མཐོང་ལམ་	NOUN
དངོ་	དངོ་	NOUN
སུ་	ལ་	PART
བསྟན་	བསྟན་	VERB
ན་	ནས་	PART
དེ་	སྟེ་	PART
གོམས་པ་	གོམས་པ་	VERB
ར་	ལ་	PART
བྱེད་པ་	བྱེད་པ་	VERB
འི་	གི་	PART
ཐེག་ཆེན་	ཐེག་ཆེན་	NOUN
གྱི་	གི་	PART
སྒོམ་ལམ་	སྒོམ་ལམ་	NOUN
དངོ་	དངོ་	NOUN
སུ་	ལ་	PART
མ་	མ་	PART
བསྟན་	བསྟན་	VERB
ཏེ་	སྟེ་	PART
།		PUNCT
བྱང་སེམས་	བྱང་སེམས་	NOUN
འཕགས་པ་	འཕགས་པ་	VERB
ས་	གིས་	PART
ཉན་ཐོས་	ཉན་ཐོས་	NOUN
ཀྱི་	གི་	PART
འབྲས་བུ་	འབྲས་བུ་	NOUN
མངོན་དུ་	མངོན་དུ་	NO_POS
བྱ་བ་	བྱ་བ་	VERB
ནི་	ནི་	NO_POS
མ་ཡིན་པ་	མ་ཡིན་པ་	OTHER
འི་	གི་	PART
ཕྱི་	ཕྱི་	OTHER
།		PUNCT
གཉིས་པ་	གཉིས་པ་	NUM
མཁྱེན་པ་	མཁྱེན་པ་	VERB
གསུམ་	གསུམ་	NUM
གྱི་	གི་	PART
དོན་	དོན་	NOUN
བསྡུ་བ་	བསྡུ་བ་	VERB
ལ་	ལ་	PART
གསུམ་	གསུམ་	NUM
ལ་	ལ་	ADP
ས་	གིས་	PART
།		PUNCT
དང་པོ་	དང་པོ་	ADJ
		
མཚམས་	མཚམས་	NOUN
སྦྱར་	སྦྱར་	VERB
		
ནི་	ནི་	NO_POS
།		PUNCT
འགྲེལ་པ་	འགྲེལ་པ་	NOUN
།		PUNCT
དེ་ལྟ་	དེ་ལྟ་	NO_POS
རྒྱས་པ་	རྒྱས་པ་	VERB
ར་	ལ་	PART
བསྟན་	བསྟན་	VERB
ན་	ནས་	PART
།		PUNCT
དོན་	དོན་	NOUN
མཐའ་དག་	མཐའ་དག་	DET
སྡུད་པ་	སྡུད་པ་	VERB
ར་	ལ་	PART
བྱེད་པ་	བྱེད་པ་	VERB
ཉིད་	ཉིད་	DET
ཀྱིས་	གིས་	PART
ཐམས་ཅད་	ཐམས་ཅད་	DET
མཁྱེན་པ་	མཁྱེན་པ་	VERB
ཉིད་	ཉིད་	DET
གསུམ་	གསུམ་	NUM
མཇུག་	མཇུག་	NOUN
བསྡུ་བ་	བསྡུ་བ་	VERB
ར་	ལ་	PART
།		PUNCT
འགྲེལ་པ་	འགྲེལ་པ་	NOUN
འི་	གི་	PART
སྦྱོར་	སྦྱོར་	VERB
ཊཱིཀ་		NON_WORD
རྗེ་བཙུན་	རྗེ་བཙུན་	NOUN
བྱམས་མགོན་	བྱམས་མགོན་	OTHER
ཆོས་ཅན་	ཆོས་ཅན་	NOUN
།		PUNCT
དེ་ལྟ་	དེ་ལྟ་	NO_POS
མཁྱེན་	མཁྱེན་	VERB
གསུམ་	གསུམ་	NUM
རྒྱས་པ་	རྒྱས་པ་	VERB
ར་	ལ་	PART
བསྟན་	བསྟན་	VERB
ཟིན་	ཟིན་	VERB
ན་	ནས་	PART
ཐམས་ཅད་	ཐམས་ཅད་	DET
མཁྱེན་པ་	མཁྱེན་པ་	VERB
ཉིད་	ཉིད་	DET
གསུམ་	གསུམ་	NUM
གྱི་	གི་	PART
མཇུག་	མཇུག་	NOUN
བསྡུ་བ་	བསྡུ་བ་	VERB
ར་	ལ་	PART
མཛད་	མཛད་	VERB
དེ་	སྟེ་	PART
།		PUNCT
སྔ་	སྔ་	NOUN
བཤད་པ་	བཤད་པ་	VERB
འི་	གི་	PART
མངོན་རྟོགས་	མངོན་རྟོགས་	NOUN
རྣམས་	རྣམས་	DET
ཀྱི་	གི་	PART
དོན་	དོན་	NOUN
མཐའ་དག་	མཐའ་དག་	DET
སྡུད་པ་	སྡུད་པ་	VERB
ར་	ལ་	PART
བྱེད་	བྱེད་	VERB
དགོས་པ་	དགོས་པ་	VERB
ཉིད་	ཉིད་	DET
ཀྱིས་	གིས་	PART
སོ་	གོ་	PART
།།		PUNCT
གཉིས་པ་	གཉིས་པ་	NUM
		
རྩ་བ་	རྩ་བ་	NOUN
		
ནི་	ནི་	NO_POS
།		PUNCT
རྩ་བ་	རྩ་བ་	NOUN
།		PUNCT
དེ་ལྟ་	དེ་ལྟ་	NO_POS
འདི་	འདི་	DET
དང་	དང་	NO_POS
ཡང་	ཀྱང་	PART
འདི་	འདི་	DET
དང་	དང་	NO_POS
།།		PUNCT
ཡང་	ཀྱང་	PART
འདི་	འདི་	DET
ཡིན་	ཡིན་	NO_POS
ཏེ་	སྟེ་	PART
རྣམ་	རྣམ་	NOUN
གསུམ་པོ་	གསུམ་པོ་	NUM
།།		PUNCT
འདི་	འདི་	DET
ནི་	ནི་	NO_POS
གནས་སྐབས་	གནས་སྐབས་	NOUN
གསུམ་པོ་	གསུམ་པོ་	NUM
དག་	དག་	DET
།		PUNCT
རྫོགས་པ་	རྫོགས་པ་	VERB
ར་	ལ་	PART
ཡོངས་སུ་	ཡོངས་སུ་	NO_POS
བསྟན་པ་	བསྟན་པ་	VERB
ཡིན་	ཡིན་	NO_POS
།།		PUNCT
		
རྩ་བ་	རྩ་བ་	NOUN
འི་	གི་	PART
སྦྱོར་	སྦྱོར་	VERB
ཊཱིཀ་		NON_WORD
དེ་ལྟ་	དེ་ལྟ་	NO_POS
རྒྱས་པ་	རྒྱས་པ་	VERB
ར་	ལ་	PART
བཤད་པ་	བཤད་པ་	VERB
འི་	གི་	PART
གཞི་ཤེས་	གཞི་ཤེས་	NO_POS
འདི་	འདི་	DET
དང་	དང་	NO_POS
ཡང་	ཀྱང་	PART
ལམ་ཤེས་	ལམ་ཤེས་	NO_POS
འདི་	འདི་	DET
དང་	དང་	NO_POS
ཡང་	ཀྱང་	PART
རྣམ་མཁྱེན་	རྣམ་མཁྱེན་	NOUN
འདི་	འདི་	DET
བསྡུས་པ་	བསྡུས་པ་	VERB
འི་	གི་	PART
ཚིག་	ཚིག་	NOUN
མདོ་	མདོ་	NOUN
ལ་	ལ་	ADP
ས་	གིས་	PART
གསུངས་པ་	གསུངས་པ་	VERB
ཡིན་	ཡིན་	NO_POS
ཏེའི་		NON_WORD
མཁྱེན་པ་	མཁྱེན་པ་	VERB
རྣམ་པ་	རྣམ་པ་	NOUN
གསུམ་པོ་	གསུམ་པོ་	NUM
འི་	གི་	PART
དོན་བསྡུས་པ་	དོན་བསྡུས་པ་	NOUN
འི་	གི་	PART
མདོ་	མདོ་	NOUN
འི་	གི་	PART
ཚིག་	ཚིག་	NOUN
འདི་	འདི་	DET
ནི་	ནི་	NO_POS
ཆོས་ཅན་	ཆོས་ཅན་	NOUN
།		PUNCT
སྔ་	སྔ་	NOUN
རྒྱས་བཤད་	རྒྱས་བཤད་	NOUN
ཀྱི་	གི་	PART
ལེའུ་	ལེའུ་	NOUN
གསུམ་	གསུམ་	NUM
མམ་	གམ་	PART
གནས་སྐབས་	གནས་སྐབས་	NOUN
གསུམ་པོ་	གསུམ་པོ་	NUM
དག་	དག་	DET
ཏུ་	ལ་	PART
མཁྱེན་	མཁྱེན་	VERB
གསུམ་	གསུམ་	NUM
རྫོགས་པ་	རྫོགས་པ་	VERB
ར་	ལ་	PART
ཡོངས་སུ་	ཡོངས་སུ་	NO_POS
བསྟན་པ་	བསྟན་པ་	VERB
རྣམས་	རྣམས་	DET
ཀྱི་	གི་	PART
མཇུག་	མཇུག་	NOUN
སྡུད་	སྡུད་	VERB
དུ་	ལ་	PART
གསུངས་པ་	གསུངས་པ་	VERB
ཡིན་	ཡིན་	NO_POS
ཏེ་	སྟེ་	PART
།		PUNCT
རྒྱས་པ་	རྒྱས་པ་	VERB
ར་	ལ་	PART
བཤད་	བཤད་	VERB
ན་	ནས་	PART
སླར་ཡང་	སླར་ཡང་	OTHER
མཁྱེན་	མཁྱེན་	VERB
གསུམ་	གསུམ་	NUM
ཚིག་	ཚིག་	NOUN
ཉུང་ངུ་	ཉུང་ངུ་	ADJ
ས་	གིས་	PART
བསྡུ་	བསྡུ་	VERB
ཏེ་	སྟེ་	PART
བསྟན་པ་	བསྟན་པ་	VERB
ས་	གིས་	PART
སོ་	གོ་	PART
།།		PUNCT
གསུམ་པ་	གསུམ་པ་	NUM
		
འགྲེལ་པ་	འགྲེལ་པ་	NOUN
		
ནི་	ནི་	NO_POS
།		PUNCT
འགྲེལ་པ་	འགྲེལ་པ་	NOUN
།		PUNCT
བཤད་	བཤད་	VERB
མ་	མ་	PART
ཐག་པ་	ཐག་པ་	NOUN
འི་	གི་	PART
ཚུལ་	ཚུལ་	NOUN
དུ་	ལ་	PART
རྣམ་པ་	རྣམ་པ་	NOUN
ཐམས་ཅད་	ཐམས་ཅད་	DET
མཁྱེན་པ་	མཁྱེན་པ་	VERB
ཉིད་	ཉིད་	DET
འདི་	འདི་	DET
དང་	དང་	NO_POS
།		PUNCT
ལམ་ཤེས་པ་	ལམ་ཤེས་པ་	NO_POS
ཉིད་	ཉིད་	DET
འདི་	འདི་	DET
དང་	དང་	NO_POS
།		PUNCT
ཐམས་ཅད་	ཐམས་ཅད་	DET
ཤེས་པ་	ཤེས་པ་	VERB
ཉིད་	ཉིད་	DET
འདི་	འདི་	DET
སྟེ་	སྟེ་	PART
།		PUNCT
དེ་ལྟ་	དེ་ལྟ་	NO_POS
ལེའུ་	ལེའུ་	NOUN
གསུམ་	གསུམ་	NUM
གྱི་	གི་	PART
རྣམ་པ་	རྣམ་པ་	NOUN
གསུམ་པོ་	གསུམ་པོ་	NUM
ཡོངས་སུ་	ཡོངས་སུ་	NO_POS
རྫོགས་པ་	རྫོགས་པ་	VERB
ར་	ལ་	PART
མཛད་པ་	མཛད་པ་	VERB
ཡིན་	ཡིན་	NO_POS
ནོ་	གོ་	PART
།།		PUNCT
འགྲེལ་པ་	འགྲེལ་པ་	NOUN
འི་	གི་	PART
སྦྱོར་	སྦྱོར་	VERB
ཊཱིཀ་		NON_WORD
དེ་ལྟ་	དེ་ལྟ་	NO_POS
ན་	ལ་	PART
བཤད་	བཤད་	VERB
མ་	མ་	PART
ཐག་པ་	ཐག་པ་	NOUN
དང་	དང་	NO_POS
ཉེ་བ་	ཉེ་བ་	VERB
ས་	གིས་	PART
བཤད་	བཤད་	VERB
མ་	མ་	PART
ཐག་པ་	ཐག་པ་	NOUN
འི་	གི་	PART
ཚུལ་	ཚུལ་	NOUN
དུ་	ལ་	PART
རྣམ་པ་	རྣམ་པ་	NOUN
ཐམས་ཅད་	ཐམས་ཅད་	DET
མཁྱེན་པ་	མཁྱེན་པ་	VERB
ཉིད་	ཉིད་	DET
འདི་	འདི་	DET
དང་	དང་	NO_POS
ལམ་ཤེས་པ་	ལམ་ཤེས་པ་	NO_POS
ཉིད་	ཉིད་	DET
འདི་	འདི་	DET
དང་	དང་	NO_POS
ཐམས་ཅད་	ཐམས་ཅད་	DET
ཤེས་པ་	ཤེས་པ་	VERB
ཉིད་	ཉིད་	DET
འདི་	འདི་	DET
སྟེ་	སྟེ་	PART
གསུམ་པོ་	གསུམ་པོ་	NUM
དེ་དག་	དེ་དག་	OTHER
